,TRADING_DATE,DELIVERY_DATE,MEAN
6117,2020-05-27,2020-06-01,21.33
6118,2020-05-27,2020-08-01,21.33
6119,2020-05-27,2020-09-01,21.33
6120,2020-05-27,2020-07-01,21.33
6121,2020-05-27,2020-05-01,21.33
6122,2020-05-26,2020-07-01,21.6
6123,2020-05-26,2020-09-01,21.6
6124,2020-05-26,2020-08-01,21.6
6125,2020-05-26,2020-05-01,21.6
6126,2020-05-26,2020-06-01,21.6
6127,2020-05-25,2020-08-01,21.59
6128,2020-05-25,2020-09-01,21.59
6129,2020-05-25,2020-05-01,21.59
6130,2020-05-25,2020-06-01,21.59
6131,2020-05-25,2020-07-01,21.59
6132,2020-05-24,2020-05-01,21.4
6133,2020-05-24,2020-06-01,21.4
6134,2020-05-24,2020-07-01,21.4
6135,2020-05-24,2020-08-01,21.4
6136,2020-05-23,2020-08-01,21.4
6137,2020-05-23,2020-05-01,21.4
6138,2020-05-23,2020-06-01,21.4
6139,2020-05-23,2020-07-01,21.4
6140,2020-05-22,2020-05-01,21.4
6141,2020-05-22,2020-06-01,21.4
6142,2020-05-22,2020-07-01,21.4
6143,2020-05-22,2020-08-01,21.4
6144,2020-05-21,2020-08-01,21.18
6145,2020-05-21,2020-05-01,21.18
6146,2020-05-21,2020-06-01,21.18
6147,2020-05-21,2020-07-01,21.18
6148,2020-05-20,2020-05-01,21.26
6149,2020-05-20,2020-06-01,21.26
6150,2020-05-20,2020-07-01,21.26
6151,2020-05-20,2020-08-01,21.26
6152,2020-05-19,2020-08-01,19.97
6153,2020-05-19,2020-05-01,19.97
6154,2020-05-19,2020-06-01,19.97
6155,2020-05-19,2020-07-01,19.97
6156,2020-05-18,2020-05-01,20.34
6157,2020-05-18,2020-06-01,20.34
6158,2020-05-18,2020-07-01,20.34
6159,2020-05-18,2020-08-01,20.34
6160,2020-05-17,2020-08-01,19.17
6161,2020-05-17,2020-05-01,19.17
6162,2020-05-17,2020-06-01,19.17
6163,2020-05-17,2020-07-01,19.17
6164,2020-05-16,2020-08-01,19.17
6165,2020-05-16,2020-05-01,19.17
6166,2020-05-16,2020-06-01,19.17
6167,2020-05-16,2020-07-01,19.17
6168,2020-05-15,2020-07-01,19.17
6169,2020-05-15,2020-08-01,19.17
6170,2020-05-15,2020-05-01,19.17
6171,2020-05-15,2020-06-01,19.17
6172,2020-05-14,2020-06-01,18.84
6173,2020-05-14,2020-08-01,18.84
6174,2020-05-14,2020-07-01,18.84
6175,2020-05-14,2020-05-01,18.84
6176,2020-05-13,2020-05-01,18.67
6177,2020-05-13,2020-07-01,18.67
6178,2020-05-13,2020-08-01,18.67
6179,2020-05-13,2020-06-01,18.67
6180,2020-05-12,2020-05-01,18.52
6181,2020-05-12,2020-06-01,18.52
6182,2020-05-12,2020-07-01,18.52
6183,2020-05-12,2020-08-01,18.52
6184,2020-05-11,2020-08-01,19.07
6185,2020-05-11,2020-05-01,19.07
6186,2020-05-11,2020-06-01,19.07
6187,2020-05-11,2020-07-01,19.07
6188,2020-05-10,2020-07-01,19.35
6189,2020-05-10,2020-08-01,19.35
6190,2020-05-10,2020-05-01,19.35
6191,2020-05-10,2020-06-01,19.35
6192,2020-05-09,2020-06-01,19.35
6193,2020-05-09,2020-08-01,19.35
6194,2020-05-09,2020-07-01,19.35
6195,2020-05-09,2020-05-01,19.35
6196,2020-05-08,2020-05-01,19.35
6197,2020-05-08,2020-07-01,19.35
6198,2020-05-08,2020-08-01,19.35
6199,2020-05-08,2020-06-01,19.35
6200,2020-05-07,2020-06-01,19.54
6201,2020-05-07,2020-07-01,19.54
6202,2020-05-07,2020-08-01,19.54
6203,2020-05-07,2020-05-01,19.54
6204,2020-05-06,2020-08-01,19.0
6205,2020-05-06,2020-07-01,19.0
6206,2020-05-06,2020-05-01,19.0
6207,2020-05-06,2020-06-01,19.0
6208,2020-05-05,2020-04-01,19.09
6209,2020-05-05,2020-05-01,19.09
6210,2020-05-05,2020-07-01,19.09
6211,2020-05-05,2020-06-01,19.09
6212,2020-05-05,2020-08-01,19.09
6213,2020-05-04,2020-08-01,19.35
6214,2020-05-04,2020-07-01,19.35
6215,2020-05-04,2020-04-01,19.35
6216,2020-05-04,2020-05-01,19.35
6217,2020-05-04,2020-06-01,19.35
6218,2020-05-03,2020-05-01,18.97
6219,2020-05-03,2020-04-01,18.97
6220,2020-05-03,2020-06-01,18.97
6221,2020-05-03,2020-08-01,18.97
6222,2020-05-03,2020-07-01,18.97
6223,2020-05-02,2020-06-01,18.97
6224,2020-05-02,2020-05-01,18.97
6225,2020-05-02,2020-04-01,18.97
6226,2020-05-02,2020-07-01,18.97
6227,2020-05-02,2020-08-01,18.97
6228,2020-05-01,2020-07-01,18.97
6229,2020-05-01,2020-08-01,18.97
6230,2020-05-01,2020-05-01,18.97
6231,2020-05-01,2020-04-01,18.97
6232,2020-05-01,2020-06-01,18.97
6233,2020-04-30,2020-07-01,19.57
6234,2020-04-30,2020-04-01,19.57
6235,2020-04-30,2020-05-01,19.57
6236,2020-04-30,2020-06-01,19.57
6237,2020-04-30,2020-08-01,19.57
6238,2020-04-29,2020-04-01,20.19
6239,2020-04-29,2020-05-01,20.19
6240,2020-04-29,2020-06-01,20.19
6241,2020-04-29,2020-07-01,20.19
6242,2020-04-29,2020-08-01,20.19
6243,2020-04-28,2020-04-01,20.21
6244,2020-04-28,2020-05-01,20.21
6245,2020-04-28,2020-06-01,20.21
6246,2020-04-28,2020-07-01,20.21
6247,2020-04-28,2020-08-01,20.21
6248,2020-04-27,2020-04-01,20.28
6249,2020-04-27,2020-05-01,20.28
6250,2020-04-27,2020-06-01,20.28
6251,2020-04-27,2020-07-01,20.28
6252,2020-04-27,2020-08-01,20.28
6253,2020-04-26,2020-05-01,20.74
6254,2020-04-26,2020-06-01,20.74
6255,2020-04-26,2020-07-01,20.74
6256,2020-04-26,2020-08-01,20.74
6257,2020-04-26,2020-04-01,20.74
6258,2020-04-25,2020-05-01,20.74
6259,2020-04-25,2020-06-01,20.74
6260,2020-04-25,2020-07-01,20.74
6261,2020-04-25,2020-08-01,20.74
6262,2020-04-25,2020-04-01,20.74
6263,2020-04-24,2020-04-01,20.74
6264,2020-04-24,2020-05-01,20.74
6265,2020-04-24,2020-06-01,20.74
6266,2020-04-24,2020-07-01,20.74
6267,2020-04-24,2020-08-01,20.74
6268,2020-04-23,2020-04-01,21.03
6269,2020-04-23,2020-05-01,21.03
6270,2020-04-23,2020-06-01,21.03
6271,2020-04-23,2020-07-01,21.03
6272,2020-04-22,2020-04-01,20.66
6273,2020-04-22,2020-05-01,20.66
6274,2020-04-22,2020-06-01,20.66
6275,2020-04-22,2020-07-01,20.66
6276,2020-04-21,2020-04-01,19.85
6277,2020-04-21,2020-05-01,19.85
6278,2020-04-21,2020-06-01,19.85
6279,2020-04-21,2020-07-01,19.85
6280,2020-04-20,2020-04-01,21.38
6281,2020-04-20,2020-05-01,21.38
6282,2020-04-20,2020-06-01,21.38
6283,2020-04-20,2020-07-01,21.38
6284,2020-04-19,2020-04-01,21.7
6285,2020-04-19,2020-05-01,21.7
6286,2020-04-19,2020-06-01,21.7
6287,2020-04-19,2020-07-01,21.7
6288,2020-04-18,2020-04-01,21.7
6289,2020-04-18,2020-05-01,21.7
6290,2020-04-18,2020-06-01,21.7
6291,2020-04-18,2020-07-01,21.7
6292,2020-04-17,2020-04-01,21.7
6293,2020-04-17,2020-05-01,21.7
6294,2020-04-17,2020-06-01,21.7
6295,2020-04-17,2020-07-01,21.7
6296,2020-04-16,2020-04-01,20.94
6297,2020-04-16,2020-05-01,20.94
6298,2020-04-16,2020-06-01,20.94
6299,2020-04-16,2020-07-01,20.94
6300,2020-04-15,2020-04-01,19.25
6301,2020-04-15,2020-05-01,19.25
6302,2020-04-15,2020-06-01,19.25
6303,2020-04-15,2020-07-01,19.25
6304,2020-04-14,2020-04-01,19.81
6305,2020-04-14,2020-05-01,19.81
6306,2020-04-14,2020-06-01,19.81
6307,2020-04-14,2020-07-01,19.81
6308,2020-04-13,2020-04-01,21.08
6309,2020-04-13,2020-05-01,21.08
6310,2020-04-13,2020-06-01,21.08
6311,2020-04-13,2020-07-01,21.08
6312,2020-04-12,2020-04-01,21.08
6313,2020-04-12,2020-05-01,21.08
6314,2020-04-12,2020-06-01,21.08
6315,2020-04-12,2020-07-01,21.08
6316,2020-04-11,2020-04-01,21.08
6317,2020-04-11,2020-05-01,21.08
6318,2020-04-11,2020-06-01,21.08
6319,2020-04-11,2020-07-01,21.08
6320,2020-04-10,2020-04-01,21.08
6321,2020-04-10,2020-05-01,21.08
6322,2020-04-10,2020-06-01,21.08
6323,2020-04-10,2020-07-01,21.08
6324,2020-04-09,2020-06-01,21.08
6325,2020-04-09,2020-07-01,21.08
6326,2020-04-09,2020-04-01,21.08
6327,2020-04-09,2020-05-01,21.08
6328,2020-04-08,2020-04-01,21.14
6329,2020-04-08,2020-05-01,21.14
6330,2020-04-08,2020-06-01,21.14
6331,2020-04-08,2020-07-01,21.14
6332,2020-04-07,2020-04-01,20.51
6333,2020-04-07,2020-05-01,20.51
6334,2020-04-07,2020-06-01,20.51
6335,2020-04-07,2020-07-01,20.51
6336,2020-04-06,2020-04-01,20.4
6337,2020-04-06,2020-05-01,20.4
6338,2020-04-06,2020-06-01,20.4
6339,2020-04-06,2020-07-01,20.4
6340,2020-04-05,2020-04-01,17.96
6341,2020-04-05,2020-05-01,17.96
6342,2020-04-05,2020-06-01,17.96
6343,2020-04-05,2020-07-01,17.96
6344,2020-04-04,2020-04-01,17.96
6345,2020-04-04,2020-05-01,17.96
6346,2020-04-04,2020-06-01,17.96
6347,2020-04-04,2020-07-01,17.96
6348,2020-04-04,2020-03-01,17.96
6349,2020-04-03,2020-04-01,17.96
6350,2020-04-03,2020-03-01,17.96
6351,2020-04-03,2020-05-01,17.96
6352,2020-04-03,2020-06-01,17.96
6353,2020-04-03,2020-07-01,17.96
6354,2020-04-02,2020-07-01,18.06
6355,2020-04-02,2020-06-01,18.06
6356,2020-04-02,2020-03-01,18.06
6357,2020-04-02,2020-05-01,18.06
6358,2020-04-02,2020-04-01,18.06
6359,2020-04-01,2020-03-01,17.08
6360,2020-04-01,2020-04-01,17.08
6361,2020-04-01,2020-06-01,17.08
6362,2020-04-01,2020-05-01,17.08
6363,2020-04-01,2020-07-01,17.08
6364,2020-03-31,2020-05-01,17.68
6365,2020-03-31,2020-07-01,17.68
6366,2020-03-31,2020-04-01,17.68
6367,2020-03-31,2020-06-01,17.68
6368,2020-03-31,2020-03-01,17.68
6369,2020-03-30,2020-04-01,17.06
6370,2020-03-30,2020-03-01,17.06
6371,2020-03-30,2020-05-01,17.06
6372,2020-03-30,2020-06-01,17.06
6373,2020-03-30,2020-07-01,17.06
6374,2020-03-29,2020-03-01,16.39
6375,2020-03-29,2020-04-01,16.39
6376,2020-03-29,2020-05-01,16.39
6377,2020-03-29,2020-06-01,16.39
6378,2020-03-29,2020-07-01,16.39
6379,2020-03-28,2020-06-01,16.39
6380,2020-03-28,2020-04-01,16.39
6381,2020-03-28,2020-05-01,16.39
6382,2020-03-28,2020-03-01,16.39
6383,2020-03-28,2020-07-01,16.39
6384,2020-03-27,2020-03-01,16.39
6385,2020-03-27,2020-04-01,16.39
6386,2020-03-27,2020-05-01,16.39
6387,2020-03-27,2020-06-01,16.39
6388,2020-03-27,2020-07-01,16.39
6389,2020-03-26,2020-03-01,17.35
6390,2020-03-26,2020-04-01,17.35
6391,2020-03-26,2020-05-01,17.35
6392,2020-03-26,2020-06-01,17.35
6393,2020-03-26,2020-07-01,17.35
6394,2020-03-25,2020-03-01,17.51
6395,2020-03-25,2020-04-01,17.51
6396,2020-03-25,2020-05-01,17.51
6397,2020-03-25,2020-06-01,17.51
6398,2020-03-25,2020-07-01,17.51
6399,2020-03-24,2020-03-01,16.78
6400,2020-03-24,2020-04-01,16.78
6401,2020-03-24,2020-05-01,16.78
6402,2020-03-24,2020-06-01,16.78
6403,2020-03-24,2020-07-01,16.78
6404,2020-03-23,2020-03-01,15.54
6405,2020-03-23,2020-04-01,15.54
6406,2020-03-23,2020-05-01,15.54
6407,2020-03-23,2020-06-01,15.54
6408,2020-03-22,2020-03-01,16.11
6409,2020-03-22,2020-04-01,16.11
6410,2020-03-22,2020-05-01,16.11
6411,2020-03-22,2020-06-01,16.11
6412,2020-03-21,2020-03-01,16.11
6413,2020-03-21,2020-04-01,16.11
6414,2020-03-21,2020-05-01,16.11
6415,2020-03-21,2020-06-01,16.11
6416,2020-03-20,2020-03-01,16.11
6417,2020-03-20,2020-04-01,16.11
6418,2020-03-20,2020-05-01,16.11
6419,2020-03-20,2020-06-01,16.11
6420,2020-03-19,2020-03-01,16.39
6421,2020-03-19,2020-04-01,16.39
6422,2020-03-19,2020-05-01,16.39
6423,2020-03-19,2020-06-01,16.39
6424,2020-03-18,2020-03-01,15.3
6425,2020-03-18,2020-04-01,15.3
6426,2020-03-18,2020-05-01,15.3
6427,2020-03-18,2020-06-01,15.3
6428,2020-03-17,2020-03-01,18.31
6429,2020-03-17,2020-04-01,18.31
6430,2020-03-17,2020-05-01,18.31
6431,2020-03-17,2020-06-01,18.31
6432,2020-03-16,2020-03-01,19.47
6433,2020-03-16,2020-04-01,19.47
6434,2020-03-16,2020-05-01,19.47
6435,2020-03-16,2020-06-01,19.47
6436,2020-03-15,2020-03-01,21.94
6437,2020-03-15,2020-04-01,21.94
6438,2020-03-15,2020-05-01,21.94
6439,2020-03-15,2020-06-01,21.94
6440,2020-03-14,2020-03-01,21.94
6441,2020-03-14,2020-04-01,21.94
6442,2020-03-14,2020-05-01,21.94
6443,2020-03-14,2020-06-01,21.94
6444,2020-03-13,2020-03-01,21.94
6445,2020-03-13,2020-04-01,21.94
6446,2020-03-13,2020-05-01,21.94
6447,2020-03-13,2020-06-01,21.94
6448,2020-03-12,2020-03-01,22.52
6449,2020-03-12,2020-04-01,22.52
6450,2020-03-12,2020-05-01,22.52
6451,2020-03-12,2020-06-01,22.52
6452,2020-03-11,2020-03-01,23.92
6453,2020-03-11,2020-04-01,23.92
6454,2020-03-11,2020-05-01,23.92
6455,2020-03-11,2020-06-01,23.92
6456,2020-03-10,2020-03-01,24.1
6457,2020-03-10,2020-04-01,24.1
6458,2020-03-10,2020-05-01,24.1
6459,2020-03-10,2020-06-01,24.1
6460,2020-03-09,2020-03-01,23.28
6461,2020-03-09,2020-04-01,23.28
6462,2020-03-09,2020-05-01,23.28
6463,2020-03-09,2020-06-01,23.28
6464,2020-03-08,2020-03-01,23.42
6465,2020-03-08,2020-04-01,23.42
6466,2020-03-08,2020-05-01,23.42
6467,2020-03-08,2020-06-01,23.42
6468,2020-03-07,2020-03-01,23.42
6469,2020-03-07,2020-04-01,23.42
6470,2020-03-07,2020-05-01,23.42
6471,2020-03-07,2020-06-01,23.42
6472,2020-03-06,2020-02-01,23.42
6473,2020-03-06,2020-03-01,23.42
6474,2020-03-06,2020-04-01,23.42
6475,2020-03-06,2020-05-01,23.42
6476,2020-03-06,2020-06-01,23.42
6477,2020-03-05,2020-04-01,23.81
6478,2020-03-05,2020-05-01,23.81
6479,2020-03-05,2020-06-01,23.81
6480,2020-03-05,2020-02-01,23.81
6481,2020-03-05,2020-03-01,23.81
6482,2020-03-04,2020-02-01,23.83
6483,2020-03-04,2020-03-01,23.83
6484,2020-03-04,2020-04-01,23.83
6485,2020-03-04,2020-05-01,23.83
6486,2020-03-04,2020-06-01,23.83
6487,2020-03-03,2020-02-01,23.36
6488,2020-03-03,2020-03-01,23.36
6489,2020-03-03,2020-04-01,23.36
6490,2020-03-03,2020-05-01,23.36
6491,2020-03-03,2020-06-01,23.36
6492,2020-03-02,2020-02-01,23.52
6493,2020-03-02,2020-03-01,23.52
6494,2020-03-02,2020-04-01,23.52
6495,2020-03-02,2020-05-01,23.52
6496,2020-03-02,2020-06-01,23.52
6497,2020-03-01,2020-03-01,23.61
6498,2020-03-01,2020-04-01,23.61
6499,2020-03-01,2020-05-01,23.61
6500,2020-03-01,2020-06-01,23.61
6501,2020-03-01,2020-02-01,23.61
6502,2020-02-29,2020-04-01,23.61
6503,2020-02-29,2020-05-01,23.61
6504,2020-02-29,2020-06-01,23.61
6505,2020-02-29,2020-02-01,23.61
6506,2020-02-29,2020-03-01,23.61
6507,2020-02-28,2020-05-01,23.61
6508,2020-02-28,2020-06-01,23.61
6509,2020-02-28,2020-02-01,23.61
6510,2020-02-28,2020-03-01,23.61
6511,2020-02-28,2020-04-01,23.61
6512,2020-02-27,2020-06-01,23.6
6513,2020-02-27,2020-02-01,23.6
6514,2020-02-27,2020-03-01,23.6
6515,2020-02-27,2020-04-01,23.6
6516,2020-02-27,2020-05-01,23.6
6517,2020-02-26,2020-03-01,24.26
6518,2020-02-26,2020-04-01,24.26
6519,2020-02-26,2020-05-01,24.26
6520,2020-02-26,2020-06-01,24.26
6521,2020-02-26,2020-02-01,24.26
6522,2020-02-25,2020-04-01,24.18
6523,2020-02-25,2020-05-01,24.18
6524,2020-02-25,2020-06-01,24.18
6525,2020-02-25,2020-02-01,24.18
6526,2020-02-25,2020-03-01,24.18
6527,2020-02-24,2020-05-01,24.57
6528,2020-02-24,2020-06-01,24.57
6529,2020-02-24,2020-02-01,24.57
6530,2020-02-24,2020-03-01,24.57
6531,2020-02-24,2020-04-01,24.57
6532,2020-02-23,2020-02-01,25.61
6533,2020-02-23,2020-03-01,25.61
6534,2020-02-23,2020-04-01,25.61
6535,2020-02-23,2020-05-01,25.61
6536,2020-02-23,2020-06-01,25.61
6537,2020-02-22,2020-02-01,25.61
6538,2020-02-22,2020-03-01,25.61
6539,2020-02-22,2020-04-01,25.61
6540,2020-02-22,2020-05-01,25.61
6541,2020-02-21,2020-02-01,25.61
6542,2020-02-21,2020-03-01,25.61
6543,2020-02-21,2020-04-01,25.61
6544,2020-02-21,2020-05-01,25.61
6545,2020-02-20,2020-02-01,25.64
6546,2020-02-20,2020-03-01,25.64
6547,2020-02-20,2020-04-01,25.64
6548,2020-02-20,2020-05-01,25.64
6549,2020-02-19,2020-02-01,25.71
6550,2020-02-19,2020-03-01,25.71
6551,2020-02-19,2020-04-01,25.71
6552,2020-02-19,2020-05-01,25.71
6553,2020-02-18,2020-02-01,25.14
6554,2020-02-18,2020-03-01,25.14
6555,2020-02-18,2020-04-01,25.14
6556,2020-02-18,2020-05-01,25.14
6557,2020-02-17,2020-02-01,25.05
6558,2020-02-17,2020-03-01,25.05
6559,2020-02-17,2020-04-01,25.05
6560,2020-02-17,2020-05-01,25.05
6561,2020-02-16,2020-02-01,24.29
6562,2020-02-16,2020-03-01,24.29
6563,2020-02-16,2020-04-01,24.29
6564,2020-02-16,2020-05-01,24.29
6565,2020-02-15,2020-02-01,24.29
6566,2020-02-15,2020-03-01,24.29
6567,2020-02-15,2020-04-01,24.29
6568,2020-02-15,2020-05-01,24.29
6569,2020-02-14,2020-02-01,24.29
6570,2020-02-14,2020-03-01,24.29
6571,2020-02-14,2020-04-01,24.29
6572,2020-02-14,2020-05-01,24.29
6573,2020-02-13,2020-05-01,24.4
6574,2020-02-13,2020-02-01,24.4
6575,2020-02-13,2020-03-01,24.4
6576,2020-02-13,2020-04-01,24.4
6577,2020-02-12,2020-04-01,23.88
6578,2020-02-12,2020-05-01,23.88
6579,2020-02-12,2020-02-01,23.88
6580,2020-02-12,2020-03-01,23.88
6581,2020-02-11,2020-03-01,23.3
6582,2020-02-11,2020-04-01,23.3
6583,2020-02-11,2020-05-01,23.3
6584,2020-02-11,2020-02-01,23.3
6585,2020-02-10,2020-02-01,23.16
6586,2020-02-10,2020-03-01,23.16
6587,2020-02-10,2020-04-01,23.16
6588,2020-02-10,2020-05-01,23.16
6589,2020-02-09,2020-02-01,23.32
6590,2020-02-09,2020-03-01,23.32
6591,2020-02-09,2020-04-01,23.32
6592,2020-02-09,2020-05-01,23.32
6593,2020-02-08,2020-05-01,23.32
6594,2020-02-08,2020-02-01,23.32
6595,2020-02-08,2020-03-01,23.32
6596,2020-02-08,2020-04-01,23.32
6597,2020-02-07,2020-04-01,23.32
6598,2020-02-07,2020-05-01,23.32
6599,2020-02-07,2020-02-01,23.32
6600,2020-02-07,2020-03-01,23.32
6601,2020-02-06,2020-03-01,23.56
6602,2020-02-06,2020-04-01,23.56
6603,2020-02-06,2020-05-01,23.56
6604,2020-02-06,2020-02-01,23.56
6605,2020-02-05,2020-03-01,23.77
6606,2020-02-05,2020-04-01,23.77
6607,2020-02-05,2020-05-01,23.77
6608,2020-02-05,2020-02-01,23.77
6609,2020-02-04,2020-01-01,23.36
6610,2020-02-04,2020-02-01,23.36
6611,2020-02-04,2020-03-01,23.36
6612,2020-02-04,2020-04-01,23.36
6613,2020-02-04,2020-05-01,23.36
6614,2020-02-03,2020-01-01,23.21
6615,2020-02-03,2020-02-01,23.21
6616,2020-02-03,2020-03-01,23.21
6617,2020-02-03,2020-04-01,23.21
6618,2020-02-03,2020-05-01,23.21
6619,2020-02-02,2020-02-01,23.88
6620,2020-02-02,2020-01-01,23.88
6621,2020-02-02,2020-05-01,23.88
6622,2020-02-02,2020-04-01,23.88
6623,2020-02-02,2020-03-01,23.88
6624,2020-02-01,2020-03-01,23.88
6625,2020-02-01,2020-02-01,23.88
6626,2020-02-01,2020-04-01,23.88
6627,2020-02-01,2020-05-01,23.88
6628,2020-02-01,2020-01-01,23.88
6629,2020-01-31,2020-03-01,23.88
6630,2020-01-31,2020-05-01,23.88
6631,2020-01-31,2020-04-01,23.88
6632,2020-01-31,2020-02-01,23.88
6633,2020-01-31,2020-01-01,23.88
6634,2020-01-30,2020-05-01,23.74
6635,2020-01-30,2020-04-01,23.74
6636,2020-01-30,2020-03-01,23.74
6637,2020-01-30,2020-02-01,23.74
6638,2020-01-30,2020-01-01,23.74
6639,2020-01-29,2020-05-01,23.99
6640,2020-01-29,2020-04-01,23.99
6641,2020-01-29,2020-03-01,23.99
6642,2020-01-29,2020-02-01,23.99
6643,2020-01-29,2020-01-01,23.99
6644,2020-01-28,2020-05-01,24.65
6645,2020-01-28,2020-04-01,24.65
6646,2020-01-28,2020-03-01,24.65
6647,2020-01-28,2020-02-01,24.65
6648,2020-01-28,2020-01-01,24.65
6649,2020-01-27,2020-05-01,24.59
6650,2020-01-27,2020-04-01,24.59
6651,2020-01-27,2020-03-01,24.59
6652,2020-01-27,2020-02-01,24.59
6653,2020-01-27,2020-01-01,24.59
6654,2020-01-26,2020-02-01,24.38
6655,2020-01-26,2020-05-01,24.38
6656,2020-01-26,2020-04-01,24.38
6657,2020-01-26,2020-03-01,24.38
6658,2020-01-26,2020-01-01,24.38
6659,2020-01-25,2020-04-01,24.38
6660,2020-01-25,2020-03-01,24.38
6661,2020-01-25,2020-05-01,24.38
6662,2020-01-25,2020-02-01,24.38
6663,2020-01-25,2020-01-01,24.38
6664,2020-01-24,2020-03-01,24.38
6665,2020-01-24,2020-05-01,24.38
6666,2020-01-24,2020-04-01,24.38
6667,2020-01-24,2020-02-01,24.38
6668,2020-01-24,2020-01-01,24.38
6669,2020-01-23,2020-05-01,24.7
6670,2020-01-23,2020-04-01,24.7
6671,2020-01-23,2020-03-01,24.7
6672,2020-01-23,2020-02-01,24.7
6673,2020-01-23,2020-01-01,24.7
6674,2020-01-22,2020-04-01,25.01
6675,2020-01-22,2020-03-01,25.01
6676,2020-01-22,2020-02-01,25.01
6677,2020-01-22,2020-01-01,25.01
6678,2020-01-21,2020-04-01,24.92
6679,2020-01-21,2020-03-01,24.92
6680,2020-01-21,2020-02-01,24.92
6681,2020-01-21,2020-01-01,24.92
6682,2020-01-20,2020-04-01,25.17
6683,2020-01-20,2020-03-01,25.17
6684,2020-01-20,2020-02-01,25.17
6685,2020-01-20,2020-01-01,25.17
6686,2020-01-19,2020-01-01,25.44
6687,2020-01-19,2020-02-01,25.44
6688,2020-01-19,2020-03-01,25.44
6689,2020-01-19,2020-04-01,25.44
6690,2020-01-18,2020-04-01,25.44
6691,2020-01-18,2020-01-01,25.44
6692,2020-01-18,2020-02-01,25.44
6693,2020-01-18,2020-03-01,25.44
6694,2020-01-17,2020-03-01,25.44
6695,2020-01-17,2020-02-01,25.44
6696,2020-01-17,2020-04-01,25.44
6697,2020-01-17,2020-01-01,25.44
6698,2020-01-16,2020-04-01,24.85
6699,2020-01-16,2020-03-01,24.85
6700,2020-01-16,2020-02-01,24.85
6701,2020-01-16,2020-01-01,24.85
6702,2020-01-15,2020-04-01,24.51
6703,2020-01-15,2020-03-01,24.51
6704,2020-01-15,2020-02-01,24.51
6705,2020-01-15,2020-01-01,24.51
6706,2020-01-14,2020-04-01,23.84
6707,2020-01-14,2020-03-01,23.84
6708,2020-01-14,2020-02-01,23.84
6709,2020-01-14,2020-01-01,23.84
6710,2020-01-13,2020-04-01,24.14
6711,2020-01-13,2020-03-01,24.14
6712,2020-01-13,2020-02-01,24.14
6713,2020-01-13,2020-01-01,24.14
6714,2020-01-12,2020-04-01,24.21
6715,2020-01-12,2020-03-01,24.21
6716,2020-01-12,2020-02-01,24.21
6717,2020-01-12,2020-01-01,24.21
6718,2020-01-11,2020-04-01,24.21
6719,2020-01-11,2020-03-01,24.21
6720,2020-01-11,2020-02-01,24.21
6721,2020-01-11,2020-01-01,24.21
6722,2020-01-10,2020-04-01,24.21
6723,2020-01-10,2020-03-01,24.21
6724,2020-01-10,2020-02-01,24.21
6725,2020-01-10,2020-01-01,24.21
6726,2020-01-09,2020-02-01,24.67
6727,2020-01-09,2020-04-01,24.67
6728,2020-01-09,2020-03-01,24.67
6729,2020-01-09,2020-01-01,24.67
6730,2020-01-08,2020-04-01,24.08
6731,2020-01-08,2020-03-01,24.08
6732,2020-01-08,2020-02-01,24.08
6733,2020-01-08,2020-01-01,24.08
6734,2020-01-07,2020-04-01,24.55
6735,2020-01-07,2020-03-01,24.55
6736,2020-01-07,2020-02-01,24.55
6737,2020-01-07,2020-01-01,24.55
6738,2020-01-06,2020-04-01,24.23
6739,2020-01-06,2020-03-01,24.23
6740,2020-01-06,2020-02-01,24.23
6741,2020-01-06,2020-01-01,24.23
6742,2020-01-05,2020-04-01,24.98
6743,2020-01-05,2020-03-01,24.98
6744,2020-01-05,2020-02-01,24.98
6745,2020-01-05,2020-01-01,24.98
6746,2020-01-04,2020-04-01,24.98
6747,2020-01-04,2020-03-01,24.98
6748,2020-01-04,2020-02-01,24.98
6749,2020-01-04,2020-01-01,24.98
6750,2020-01-03,2020-04-01,24.98
6751,2020-01-03,2020-03-01,24.98
6752,2020-01-03,2020-02-01,24.98
6753,2020-01-03,2020-01-01,24.98
6754,2020-01-02,2020-04-01,24.39
6755,2020-01-02,2020-03-01,24.39
6756,2020-01-02,2020-02-01,24.39
6757,2020-01-02,2020-01-01,24.39
6758,2020-01-01,2020-04-01,24.64
6759,2020-01-01,2020-03-01,24.64
6760,2020-01-01,2020-02-01,24.64
6761,2020-01-01,2020-01-01,24.64
6762,2019-12-31,2020-04-01,24.64
6763,2019-12-31,2020-01-01,24.64
6764,2019-12-31,2020-02-01,24.64
6765,2019-12-31,2020-03-01,24.64
6766,2019-12-31,2019-12-01,24.48
6767,2019-12-30,2020-04-01,25.09
6768,2019-12-30,2020-03-01,25.09
6769,2019-12-30,2020-02-01,25.09
6770,2019-12-30,2020-01-01,25.09
6771,2019-12-30,2019-12-01,24.96
6772,2019-12-29,2020-02-01,26.7
6773,2019-12-29,2020-04-01,26.7
6774,2019-12-29,2020-03-01,26.7
6775,2019-12-29,2020-01-01,26.7
6776,2019-12-29,2019-12-01,26.58
6777,2019-12-28,2020-04-01,26.7
6778,2019-12-28,2020-03-01,26.7
6779,2019-12-28,2020-02-01,26.7
6780,2019-12-28,2020-01-01,26.7
6781,2019-12-28,2019-12-01,26.58
